family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon,faixa_renda,faixa_etaria_responsavel
FAM00097,SÍTIO OITICICA,RUA DO MERCADO,RURAL,4,527,131.75,1,0,0,59,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100097,-3.62001,-39.507886,POBREZA,ADULTO (31-60)
FAM00098,CASINHAS,RUA DO MERCADO,URBANA,4,230,57.5,0,0,0,19,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100098,-3.626738,-39.499989,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00099,CENTRO,RUA SÃO PEDRO,URBANA,6,822,137.0,0,0,0,50,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100099,-3.621819,-39.503808,POBREZA,ADULTO (31-60)
FAM00100,CARRAPATO,RUA JOSÉ DE ALENCAR,RURAL,2,51,25.5,1,0,0,42,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100100,-3.629065,-39.513355,EXTREMA POBREZA,ADULTO (31-60)
FAM00101,CENTRO,RUA PRINCIPAL - CENTRO,URBANA,4,801,200.25,0,1,1,24,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100101,-3.622407,-39.504929,POBREZA,ADULTO JOVEM (19-30)
FAM00102,FERRÃO,RUA DO MERCADO - FERRÃO,RURAL,4,124,31.0,1,0,0,54,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100102,-3.625403,-39.508086,EXTREMA POBREZA,ADULTO (31-60)
FAM00103,SÍTIO PIRAPORA,RUA NOSSA SENHORA - SÍTIO PIRAPORA,RURAL,4,346,86.5,1,0,1,41,FUNDAMENTAL INCOMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100103,-3.621368,-39.50493,EXTREMA POBREZA,ADULTO (31-60)
FAM00104,ANGELIM,RUA NOVA - ANGELIM,URBANA,4,168,42.0,0,0,0,41,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100104,-3.623503,-39.500546,EXTREMA POBREZA,ADULTO (31-60)
FAM00105,ÁGUA FRIA,RUA NOVA - ÁGUA FRIA,RURAL,3,455,151.67,1,0,1,54,FUNDAMENTAL COMPLETO,PALHA,Cisterna,Fossa séptica,0,NIS100105,-3.627587,-39.501773,POBREZA,ADULTO (31-60)
FAM00106,LAJEDOS,RUA PRINCIPAL - LAJEDOS,URBANA,5,239,47.8,1,0,0,60,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100106,-3.624782,-39.504582,EXTREMA POBREZA,IDOSO (60+)
FAM00107,AGUAÍ,RUA 7 DE SETEMBRO - AGUAÍ,RURAL,3,635,211.67,0,0,0,29,MÉDIO COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100107,-3.625282,-39.504367,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00108,OURO,RUA DO ESTÁDIO,RURAL,2,813,406.5,1,0,0,39,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100108,-3.623666,-39.510568,BAIXA RENDA,ADULTO (31-60)
FAM00109,BELA VISTA,RUA NOSSA SENHORA,URBANA,6,1047,174.5,1,0,0,30,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100109,-3.620315,-39.503476,POBREZA,ADULTO (31-60)
FAM00110,PEDRA FURADA,RUA NOSSA SENHORA - PEDRA FURADA,RURAL,4,769,192.25,0,0,0,52,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100110,-3.623246,-39.510399,POBREZA,ADULTO (31-60)
FAM00111,ITAMARATY,RUA DO COMÉRCIO - ITAMARATY,URBANA,5,1571,314.2,0,0,0,36,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,1,NIS100111,-3.620986,-39.500011,BAIXA RENDA,ADULTO (31-60)
FAM00112,SANTA ÚRSULA,RUA JOSÉ DE ALENCAR - SANTA ÚRSULA,RURAL,3,327,109.0,1,0,0,30,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100112,-3.62143,-39.507651,POBREZA,ADULTO (31-60)
FAM00113,PEDRA FURADA,RUA DO COMÉRCIO - PEDRA FURADA,RURAL,4,3615,903.75,0,0,0,37,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Poço,Fossa séptica,0,NIS100113,-3.623926,-39.509179,ACIMA 1/2 SM,ADULTO (31-60)
FAM00114,ANGELIM,RUA DA IGREJA - ANGELIM,URBANA,5,1156,231.2,1,0,0,51,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100114,-3.623858,-39.499732,BAIXA RENDA,ADULTO (31-60)
FAM00115,SOBRADINHO,RUA SÃO PEDRO,RURAL,2,1384,692.0,1,0,0,37,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100115,-3.619607,-39.505925,BAIXA RENDA,ADULTO (31-60)
FAM00116,NOVO ANGELIM,RUA NOVA,URBANA,3,1248,416.0,1,0,0,39,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100116,-3.622709,-39.50385,BAIXA RENDA,ADULTO (31-60)
FAM00117,PEDRA FURADA,RUA NOSSA SENHORA - PEDRA FURADA,RURAL,4,703,175.75,1,0,0,33,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa rudimentar,0,NIS100117,-3.622194,-39.509978,POBREZA,ADULTO (31-60)
FAM00118,ALTO DA COLINA,RUA 7 DE SETEMBRO,URBANA,2,307,153.5,0,0,0,41,NÃO SABE LER/ESCREVER,MADEIRA,Rede geral,Rede coletora,0,NIS100118,-3.622859,-39.503168,POBREZA,ADULTO (31-60)
FAM00119,CANTO ESCURO,TRAVESSA DO SOL - CANTO ESCURO,RURAL,4,1092,273.0,0,0,0,29,SUPERIOR COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100119,-3.629001,-39.510139,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00120,SANTA ÚRSULA,RUA DO CRUZEIRO - SANTA ÚRSULA,RURAL,4,378,94.5,0,0,0,44,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100120,-3.622268,-39.509923,EXTREMA POBREZA,ADULTO (31-60)
FAM00121,FERRÃO,RUA JOSÉ DE ALENCAR - FERRÃO,RURAL,2,1733,866.5,0,0,0,42,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100121,-3.625621,-39.509098,ACIMA 1/2 SM,ADULTO (31-60)
FAM00122,PARAÍSO,RUA JOSÉ DE ALENCAR,RURAL,3,656,218.67,0,0,0,41,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100122,-3.623154,-39.51208,BAIXA RENDA,ADULTO (31-60)
FAM00123,APERTADA HORA,RUA NOVA,RURAL,3,95,31.67,1,0,0,44,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa séptica,0,NIS100123,-3.629537,-39.503581,EXTREMA POBREZA,ADULTO (31-60)
FAM00124,BELMONTE,RUA PRINCIPAL,RURAL,3,301,100.33,0,0,1,34,MÉDIO COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100124,-3.630993,-39.50799,EXTREMA POBREZA,ADULTO (31-60)
FAM00125,CARRAPATO,RUA FRANCISCO FERREIRA FONTENELES,RURAL,4,169,42.25,0,0,1,38,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Poço,Fossa séptica,0,NIS100125,-3.628961,-39.510062,EXTREMA POBREZA,ADULTO (31-60)
FAM00126,PRATA DOS GALDINOS,RUA DA IGREJA - PRATA DOS GALDINOS,RURAL,4,425,106.25,0,0,0,60,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Fossa rudimentar,0,NIS100126,-3.622018,-39.511586,POBREZA,IDOSO (60+)
FAM00127,ALTO DA COLINA,RUA SÃO PEDRO,URBANA,5,126,25.2,1,0,0,59,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100127,-3.622643,-39.503942,EXTREMA POBREZA,ADULTO (31-60)
FAM00128,ALTO DA COLINA,RUA FRANCISCO FERREIRA FONTENELES,URBANA,3,1700,566.67,0,0,0,56,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100128,-3.622291,-39.502574,BAIXA RENDA,ADULTO (31-60)
FAM00129,BELA VISTA,RUA 7 DE SETEMBRO,URBANA,5,207,41.4,1,0,0,44,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100129,-3.620383,-39.502634,EXTREMA POBREZA,ADULTO (31-60)
FAM00130,CENTRO,RUA NOVA,URBANA,3,588,196.0,0,0,0,46,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Fossa séptica,0,NIS100130,-3.621427,-39.502788,POBREZA,ADULTO (31-60)
FAM00131,BELA VISTA,RUA DO MERCADO - BELA VISTA,URBANA,1,90,90.0,0,0,0,37,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100131,-3.620819,-39.502994,EXTREMA POBREZA,ADULTO (31-60)
FAM00132,ÁGUA FRIA,RUA DO ESTÁDIO - ÁGUA FRIA,RURAL,4,255,63.75,0,0,0,42,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100132,-3.632303,-39.501232,EXTREMA POBREZA,ADULTO (31-60)
FAM00133,VOLTA,RUA PRINCIPAL - VOLTA,URBANA,5,1094,218.8,0,0,0,45,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100133,-3.621242,-39.499612,BAIXA RENDA,ADULTO (31-60)
FAM00134,PARAÍSO,RUA NOVA,RURAL,5,3873,774.6,0,0,0,43,NÃO SABE LER/ESCREVER,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100134,-3.624134,-39.513312,ACIMA 1/2 SM,ADULTO (31-60)
FAM00135,BOM JESUS,RUA DO CRUZEIRO - BOM JESUS,RURAL,3,410,136.67,1,0,0,42,NÃO SABE LER/ESCREVER,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100135,-3.627065,-39.507058,POBREZA,ADULTO (31-60)
FAM00136,ALTO SÃO JOÃO,RUA NOVA,URBANA,2,541,270.5,0,0,0,18,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100136,-3.62502,-39.500996,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00137,PEDRA FURADA,RUA DO COMÉRCIO - PEDRA FURADA,RURAL,5,561,112.2,1,0,0,33,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100137,-3.623332,-39.509825,POBREZA,ADULTO (31-60)
FAM00138,SERRA DO SÍTIO,RUA DO MERCADO,RURAL,5,1420,284.0,1,0,0,18,NÃO SABE LER/ESCREVER,PALHA,Rede geral,Fossa séptica,0,NIS100138,-3.622424,-39.506872,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00139,LAJEDOS,RUA SÃO PEDRO - LAJEDOS,URBANA,3,5488,1829.33,0,0,0,35,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100139,-3.626972,-39.502906,ACIMA 1/2 SM,ADULTO (31-60)
FAM00140,ALTO SÃO JOÃO,RUA NOVA,URBANA,4,793,198.25,0,0,0,48,MÉDIO COMPLETO,MADEIRA,Rede geral,Rede coletora,0,NIS100140,-3.626379,-39.501915,POBREZA,ADULTO (31-60)
FAM00141,ALTO SÃO JOÃO,RUA NOSSA SENHORA - ALTO SÃO JOÃO,URBANA,6,207,34.5,1,0,0,35,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100141,-3.626522,-39.502097,EXTREMA POBREZA,ADULTO (31-60)
FAM00142,JENIPAPO,RUA NOVA - JENIPAPO,RURAL,5,473,94.6,1,0,1,25,NÃO SABE LER/ESCREVER,TAIPA NÃO REVESTIDA,Rede geral,Fossa rudimentar,1,NIS100142,-3.626422,-39.511516,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00143,BELA VISTA,RUA PRINCIPAL,URBANA,2,453,226.5,0,0,0,45,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100143,-3.621909,-39.502682,BAIXA RENDA,ADULTO (31-60)
FAM00144,NOVO ANGELIM,AVENIDA CENTRAL - NOVO ANGELIM,URBANA,5,405,81.0,0,0,0,59,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100144,-3.625443,-39.503154,EXTREMA POBREZA,ADULTO (31-60)
FAM00145,NOVO ANGELIM,TRAVESSA DO SOL,URBANA,4,641,160.25,1,0,0,54,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100145,-3.624116,-39.502925,POBREZA,ADULTO (31-60)
FAM00146,ALTO SÃO JOÃO,RUA DO ESTÁDIO,URBANA,2,356,178.0,0,0,0,45,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100146,-3.627061,-39.500243,POBREZA,ADULTO (31-60)
FAM00147,CENTRO,RUA DO CRUZEIRO - CENTRO,URBANA,5,612,122.4,0,0,0,18,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Vala a céu aberto,0,NIS100147,-3.621991,-39.504777,POBREZA,ADULTO JOVEM (19-30)
FAM00148,SANTA MARIA,RUA DO CRUZEIRO - SANTA MARIA,RURAL,6,436,72.67,0,0,0,56,FUNDAMENTAL COMPLETO,PALHA,Rede geral,Fossa rudimentar,0,NIS100148,-3.622888,-39.509689,EXTREMA POBREZA,ADULTO (31-60)
FAM00149,APERTADA HORA,RUA FRANCISCO FERREIRA FONTENELES - APERTADA HORA,RURAL,3,304,101.33,0,0,0,53,NÃO SABE LER/ESCREVER,PALHA,Cisterna,Fossa séptica,0,NIS100149,-3.628542,-39.50354,EXTREMA POBREZA,ADULTO (31-60)
FAM00150,NOVO ANGELIM,RUA 7 DE SETEMBRO - NOVO ANGELIM,URBANA,2,113,56.5,0,0,1,19,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100150,-3.624369,-39.50421,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00151,CARRAPATO,RUA NOSSA SENHORA,RURAL,2,426,213.0,0,0,0,32,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100151,-3.628494,-39.512619,BAIXA RENDA,ADULTO (31-60)
FAM00152,SOBRADINHO,RUA PRINCIPAL,RURAL,3,228,76.0,1,0,1,46,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa séptica,0,NIS100152,-3.619271,-39.503651,EXTREMA POBREZA,ADULTO (31-60)
FAM00153,ALTO DA COLINA,RUA NOVA - ALTO DA COLINA,URBANA,2,253,126.5,1,1,0,54,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100153,-3.623254,-39.503528,POBREZA,ADULTO (31-60)
FAM00154,BARREIROS,RUA DA IGREJA - BARREIROS,RURAL,3,228,76.0,0,0,0,57,FUNDAMENTAL INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Vala a céu aberto,0,NIS100154,-3.628787,-39.507152,EXTREMA POBREZA,ADULTO (31-60)
FAM00155,ALTO SÃO JOÃO,RUA DO COMÉRCIO,URBANA,4,2022,505.5,0,0,0,23,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100155,-3.625905,-39.501821,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00156,JENIPAPO,RUA DO COMÉRCIO,RURAL,1,711,711.0,0,0,0,40,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100156,-3.625836,-39.512814,ACIMA 1/2 SM,ADULTO (31-60)
FAM00157,ANGELIM,RUA JOSÉ DE ALENCAR,URBANA,4,385,96.25,1,0,0,47,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100157,-3.623735,-39.500947,EXTREMA POBREZA,ADULTO (31-60)
FAM00158,BELMONTE,RUA DO ESTÁDIO - BELMONTE,RURAL,3,103,34.33,1,0,1,43,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100158,-3.628501,-39.507658,EXTREMA POBREZA,ADULTO (31-60)
FAM00159,BELA VISTA,RUA JOSÉ DE ALENCAR - BELA VISTA,URBANA,7,3029,432.71,1,0,0,45,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Poço,Rede coletora,0,NIS100159,-3.621069,-39.503398,BAIXA RENDA,ADULTO (31-60)
FAM00160,CASINHAS,RUA PRINCIPAL - CASINHAS,URBANA,5,70,14.0,1,0,0,45,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100160,-3.627043,-39.4984,EXTREMA POBREZA,ADULTO (31-60)
FAM00161,CENTRO,RUA DO CRUZEIRO - CENTRO,URBANA,2,252,126.0,0,0,0,30,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100161,-3.623054,-39.505243,POBREZA,ADULTO (31-60)
FAM00162,CASINHAS,RUA DO ESTÁDIO - CASINHAS,URBANA,4,702,175.5,1,0,0,61,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100162,-3.625832,-39.499966,POBREZA,IDOSO (60+)
FAM00163,AÇUDE DOS VIANAS,RUA PRINCIPAL - AÇUDE DOS VIANAS,RURAL,2,185,92.5,1,0,1,39,SUPERIOR INCOMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100163,-3.629696,-39.501067,EXTREMA POBREZA,ADULTO (31-60)
FAM00164,ALTO DA COLINA,RUA DO COMÉRCIO - ALTO DA COLINA,URBANA,4,737,184.25,0,0,0,47,FUNDAMENTAL INCOMPLETO,OUTRA,Rede geral,Vala a céu aberto,0,NIS100164,-3.620902,-39.505047,POBREZA,ADULTO (31-60)
FAM00165,NOVO ANGELIM,RUA JOSÉ DE ALENCAR,URBANA,8,807,100.88,1,0,0,33,SUPERIOR INCOMPLETO,MADEIRA,Cisterna,Rede coletora,0,NIS100165,-3.62365,-39.504686,EXTREMA POBREZA,ADULTO (31-60)
FAM00166,OURO,RUA NOVA - OURO,RURAL,4,490,122.5,1,0,0,63,NÃO SABE LER/ESCREVER,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100166,-3.624443,-39.511117,POBREZA,IDOSO (60+)
FAM00167,NOVO ANGELIM,RUA DO MERCADO - NOVO ANGELIM,URBANA,4,241,60.25,1,0,0,46,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Vala a céu aberto,0,NIS100167,-3.626236,-39.502386,EXTREMA POBREZA,ADULTO (31-60)
FAM00168,ÁGUA FRIA,RUA DO COMÉRCIO - ÁGUA FRIA,RURAL,4,1704,426.0,1,0,0,24,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Rede geral,Fossa rudimentar,0,NIS100168,-3.630007,-39.501223,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00169,GUARIBUNA,RUA FRANCISCO FERREIRA FONTENELES - GUARIBUNA,RURAL,4,808,202.0,0,0,0,78,MÉDIO COMPLETO,TAIPA REVESTIDA,Poço,Vala a céu aberto,0,NIS100169,-3.627831,-39.510912,POBREZA,IDOSO (60+)
FAM00170,NOVO ANGELIM,RUA DA ESCOLA - NOVO ANGELIM,URBANA,3,354,118.0,0,0,0,48,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100170,-3.62369,-39.502201,POBREZA,ADULTO (31-60)
FAM00171,ALTO SÃO JOÃO,RUA DA ESCOLA,URBANA,4,294,73.5,1,0,0,18,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Poço,Rede coletora,0,NIS100171,-3.626375,-39.50259,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00172,NOVO ANGELIM,RUA 7 DE SETEMBRO - NOVO ANGELIM,URBANA,5,1474,294.8,1,0,0,53,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100172,-3.624967,-39.501971,BAIXA RENDA,ADULTO (31-60)
FAM00173,CASINHAS,RUA DO CRUZEIRO,URBANA,2,2495,1247.5,0,0,0,47,FUNDAMENTAL INCOMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Vala a céu aberto,0,NIS100173,-3.627203,-39.499639,ACIMA 1/2 SM,ADULTO (31-60)
FAM00174,ALTO SÃO JOÃO,RUA DO COMÉRCIO - ALTO SÃO JOÃO,URBANA,3,1305,435.0,0,0,0,55,FUNDAMENTAL COMPLETO,MADEIRA,Rede geral,Fossa séptica,0,NIS100174,-3.624848,-39.500726,BAIXA RENDA,ADULTO (31-60)
FAM00175,BARREIROS,RUA DA ESCOLA - BARREIROS,RURAL,7,57,8.14,1,0,0,40,FUNDAMENTAL INCOMPLETO,PALHA,Cisterna,Fossa rudimentar,0,NIS100175,-3.630695,-39.507406,EXTREMA POBREZA,ADULTO (31-60)
FAM00176,BARREIROS,RUA FRANCISCO FERREIRA FONTENELES,RURAL,4,2533,633.25,0,0,0,42,MÉDIO COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa séptica,0,NIS100176,-3.628484,-39.507441,BAIXA RENDA,ADULTO (31-60)
FAM00177,PRATA DOS GALDINOS,RUA 7 DE SETEMBRO,RURAL,3,1340,446.67,0,0,0,69,MÉDIO COMPLETO,ALVENARIA COM REVESTIMENTO,Poço,Fossa séptica,0,NIS100177,-3.623149,-39.509551,BAIXA RENDA,IDOSO (60+)
FAM00178,PEDRA FURADA,RUA FRANCISCO FERREIRA FONTENELES - PEDRA FURADA,RURAL,2,262,131.0,1,0,0,55,FUNDAMENTAL COMPLETO,PALHA,Poço,Fossa rudimentar,0,NIS100178,-3.623467,-39.510501,POBREZA,ADULTO (31-60)
FAM00179,SERRA DO SÍTIO,AVENIDA CENTRAL - SERRA DO SÍTIO,RURAL,3,312,104.0,1,0,0,18,SUPERIOR COMPLETO,TAIPA REVESTIDA,Poço,Fossa rudimentar,0,NIS100179,-3.623126,-39.50791,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00180,CENTRO,RUA FRANCISCO FERREIRA FONTENELES - CENTRO,URBANA,3,102,34.0,0,0,1,40,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Cisterna,Rede coletora,0,NIS100180,-3.620121,-39.503286,EXTREMA POBREZA,ADULTO (31-60)
FAM00181,PRATA DOS GALDINOS,RUA JOSÉ DE ALENCAR - PRATA DOS GALDINOS,RURAL,1,1438,1438.0,0,0,0,56,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100181,-3.621075,-39.510323,ACIMA 1/2 SM,ADULTO (31-60)
FAM00182,CASINHAS,RUA DO MERCADO - CASINHAS,URBANA,5,226,45.2,0,0,0,65,NÃO SABE LER/ESCREVER,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100182,-3.626843,-39.500064,EXTREMA POBREZA,IDOSO (60+)
FAM00183,CASINHAS,RUA DO COMÉRCIO,URBANA,6,116,19.33,1,0,0,35,FUNDAMENTAL COMPLETO,ALVENARIA SEM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100183,-3.626525,-39.500124,EXTREMA POBREZA,ADULTO (31-60)
FAM00184,ÁGUA FRIA,RUA DA IGREJA - ÁGUA FRIA,RURAL,3,263,87.67,1,0,0,29,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100184,-3.6291,-39.501438,EXTREMA POBREZA,ADULTO JOVEM (19-30)
FAM00185,AGUAÍ,RUA DO ESTÁDIO - AGUAÍ,RURAL,3,1764,588.0,0,0,0,51,MÉDIO COMPLETO,TAIPA NÃO REVESTIDA,Poço,Fossa rudimentar,0,NIS100185,-3.626507,-39.504154,BAIXA RENDA,ADULTO (31-60)
FAM00186,BANANAL,RUA PRINCIPAL - BANANAL,RURAL,4,1041,260.25,0,0,0,27,FUNDAMENTAL COMPLETO,TAIPA NÃO REVESTIDA,Cisterna,Vala a céu aberto,1,NIS100186,-3.627194,-39.50821,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00187,LAJEDOS,RUA PRINCIPAL - LAJEDOS,URBANA,6,618,103.0,1,0,1,36,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100187,-3.625207,-39.502857,EXTREMA POBREZA,ADULTO (31-60)
FAM00188,ALTO DA COLINA,TRAVESSA DO SOL - ALTO DA COLINA,URBANA,3,539,179.67,0,0,0,18,FUNDAMENTAL COMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Fossa séptica,0,NIS100188,-3.62284,-39.505903,POBREZA,ADULTO JOVEM (19-30)
FAM00189,APERTADA HORA,RUA DO MERCADO,RURAL,2,1285,642.5,0,0,0,18,FUNDAMENTAL COMPLETO,TAIPA REVESTIDA,Cisterna,Fossa séptica,0,NIS100189,-3.62842,-39.505537,BAIXA RENDA,ADULTO JOVEM (19-30)
FAM00190,LAJEDOS,RUA NOVA,URBANA,3,545,181.67,0,0,0,66,FUNDAMENTAL INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100190,-3.623351,-39.503392,POBREZA,IDOSO (60+)
FAM00191,LAJEDOS,RUA SÃO PEDRO - LAJEDOS,URBANA,3,254,84.67,1,0,0,32,SUPERIOR INCOMPLETO,ALVENARIA COM REVESTIMENTO,Rede geral,Rede coletora,0,NIS100191,-3.628414,-39.503822,EXTREMA POBREZA,ADULTO (31-60)
FAM00192,ÁGUA FRIA,RUA SÃO PEDRO,RURAL,4,618,154.5,0,0,0,29,FUNDAMENTAL INCOMPLETO,TAIPA REVESTIDA,Poço,Fossa séptica,0,NIS100192,-3.6299,-39.50196,POBREZA,ADULTO JOVEM (19-30)
