family_id,bairro,rua,localidade_tipo,n_membros,renda_total,renda_per_capita,recebe_bolsa_familia,recebe_bpc,tem_deficiencia,idade_responsavel,escolaridade_responsavel,tipo_moradia,agua,esgoto,sem_registro,nis_fake,lat,lon
FAM00562,Sítio Pau Alto,Rua da Escola,rural,2,1188,594.0,0,0,0,40,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa rudimentar,0,NIS100562,-3.616021,-39.50485
FAM00563,Lajedos,Rua 7 de Setembro - Lajedos,urbana,2,155,77.5,0,0,0,23,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100563,-3.624983,-39.502476
FAM00564,Sítio Pirapora,Rua São Pedro,rural,2,2796,1398.0,0,0,0,42,Fundamental completo,Palha,Poço,Fossa séptica,0,NIS100564,-3.620039,-39.505525
FAM00565,Angelim,Rua José de Alencar - Angelim,urbana,2,434,217.0,0,0,0,34,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100565,-3.623192,-39.502811
FAM00566,Bela Vista,Rua José de Alencar,urbana,4,693,173.25,1,0,0,33,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100566,-3.619526,-39.502158
FAM00567,São João,Rua da Escola - São João,rural,3,1098,366.0,0,0,0,56,Fundamental incompleto,Alvenaria com revestimento,Poço,Vala a céu aberto,0,NIS100567,-3.618435,-39.508982
FAM00568,Novo Angelim,Rua da Escola,urbana,3,1160,386.67,0,0,0,18,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100568,-3.624745,-39.503442
FAM00569,Casinhas,Rua da Igreja - Casinhas,urbana,3,369,123.0,1,0,0,28,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100569,-3.624098,-39.499045
FAM00570,Ouro,Rua José de Alencar - Ouro,rural,4,615,153.75,1,0,1,60,Fundamental incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100570,-3.622121,-39.511801
FAM00571,Bela Vista,Rua São Pedro - Bela Vista,urbana,3,848,282.67,0,0,0,43,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100571,-3.621712,-39.503884
FAM00572,Centro,Rua do Mercado,urbana,7,78,11.14,0,0,0,25,Médio completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100572,-3.620901,-39.503984
FAM00573,Novo Angelim,Rua 7 de Setembro - Novo Angelim,urbana,1,78,78.0,1,0,0,32,Fundamental completo,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100573,-3.623837,-39.504199
FAM00574,Carrapato,Rua São Pedro - Carrapato,rural,5,277,55.4,0,0,0,47,Superior completo,Palha,Poço,Fossa rudimentar,0,NIS100574,-3.628511,-39.509924
FAM00575,Bom Jesus,Rua Francisco Ferreira Fonteneles - Bom Jesus,rural,3,178,59.33,1,0,0,54,Médio completo,Palha,Poço,Fossa rudimentar,0,NIS100575,-3.627632,-39.508607
FAM00576,Bela Vista,Rua Nova,urbana,2,971,485.5,0,0,0,43,Fundamental incompleto,Outra,Cisterna,Fossa séptica,0,NIS100576,-3.621429,-39.501646
FAM00577,Lajedos,Rua São Pedro - Lajedos,urbana,5,3573,714.6,0,0,0,18,Superior completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100577,-3.626182,-39.503823
FAM00578,Centro,Rua Nossa Senhora - Centro,urbana,1,541,541.0,0,0,0,18,Fundamental completo,Madeira,Rede geral,Rede coletora,0,NIS100578,-3.620375,-39.504333
FAM00579,Santa Úrsula,Rua do Estádio,rural,8,200,25.0,1,0,0,43,Médio completo,Taipa revestida,Cisterna,Vala a céu aberto,0,NIS100579,-3.618591,-39.5082
FAM00580,Bom Jesus,Rua São Pedro - Bom Jesus,rural,4,442,110.5,0,0,0,62,Fundamental completo,Palha,Cisterna,Fossa rudimentar,1,NIS100580,-3.627196,-39.507285
FAM00581,Água Fria,Rua Nossa Senhora,rural,6,278,46.33,0,0,0,46,Fundamental completo,Palha,Poço,Fossa séptica,0,NIS100581,-3.629658,-39.500782
FAM00582,Itamaraty,Rua José de Alencar - Itamaraty,urbana,3,587,195.67,1,0,0,39,Fundamental completo,Madeira,Poço,Fossa séptica,0,NIS100582,-3.620056,-39.502493
FAM00583,Casinhas,Rua do Cruzeiro - Casinhas,urbana,4,1769,442.25,0,0,1,30,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100583,-3.627398,-39.500786
FAM00584,Mundaú,Rua do Mercado - Mundaú,rural,5,1186,237.2,0,0,1,55,Fundamental incompleto,Palha,Cisterna,Vala a céu aberto,0,NIS100584,-3.624761,-39.508625
FAM00585,Bom Jesus,Rua do Comércio - Bom Jesus,rural,2,200,100.0,0,0,0,72,Superior incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100585,-3.627797,-39.50766
FAM00586,Lajedos,Travessa do Sol,urbana,6,404,67.33,0,0,0,37,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100586,-3.626779,-39.50468
FAM00587,Alto São João,Rua Principal - Alto São João,urbana,4,838,209.5,0,0,0,18,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100587,-3.623761,-39.499602
FAM00588,Alto São João,Avenida Central - Alto São João,urbana,4,2294,573.5,0,0,0,49,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100588,-3.624002,-39.501562
FAM00589,Jenipapo,Avenida Central,rural,3,115,38.33,0,0,1,54,Superior incompleto,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100589,-3.624832,-39.513235
FAM00590,Volta,Rua do Cruzeiro,urbana,6,438,73.0,0,0,0,50,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100590,-3.62264,-39.498653
FAM00591,Apertada Hora,Rua do Estádio,rural,6,511,85.17,1,0,0,18,Não sabe ler/escrever,Taipa revestida,Poço,Fossa rudimentar,1,NIS100591,-3.629583,-39.504143
FAM00592,Bananal,Avenida Central,rural,5,645,129.0,1,0,0,52,Fundamental incompleto,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100592,-3.626611,-39.504944
FAM00593,Novo Angelim,Rua 7 de Setembro - Novo Angelim,urbana,5,1117,223.4,0,0,0,40,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100593,-3.625814,-39.502948
FAM00594,Alto São João,Rua da Escola,urbana,5,503,100.6,1,0,0,65,Médio completo,Madeira,Poço,Rede coletora,0,NIS100594,-3.623936,-39.499405
FAM00595,Santa Úrsula,Travessa do Sol - Santa Úrsula,rural,1,1909,1909.0,0,0,0,52,Fundamental completo,Palha,Poço,Fossa rudimentar,0,NIS100595,-3.618307,-39.508269
FAM00596,Casinhas,Rua Francisco Ferreira Fonteneles - Casinhas,urbana,7,581,83.0,1,0,0,42,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100596,-3.626892,-39.498
FAM00597,Alto São João,Rua Principal - Alto São João,urbana,2,240,120.0,0,0,1,45,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100597,-3.623649,-39.500597
FAM00598,Carrapato,Rua da Escola - Carrapato,rural,4,298,74.5,1,0,1,41,Não sabe ler/escrever,Taipa revestida,Cisterna,Fossa séptica,0,NIS100598,-3.627852,-39.51081
FAM00599,Carrapato,Rua Principal - Carrapato,rural,6,1099,183.17,1,0,0,38,Fundamental incompleto,Taipa revestida,Poço,Fossa séptica,0,NIS100599,-3.627009,-39.510402
FAM00600,Novo Angelim,Rua do Estádio - Novo Angelim,urbana,6,404,67.33,1,0,0,27,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100600,-3.624785,-39.501891
FAM00601,Paraíso,Rua do Estádio,rural,5,60,12.0,1,0,0,33,Fundamental incompleto,Palha,Poço,Vala a céu aberto,0,NIS100601,-3.621775,-39.512439
FAM00602,Centro,Rua do Cruzeiro - Centro,urbana,4,305,76.25,1,0,1,29,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100602,-3.621611,-39.505618
FAM00603,Sobradinho,Rua da Igreja,rural,4,729,182.25,0,0,1,18,Fundamental incompleto,Palha,Cisterna,Vala a céu aberto,0,NIS100603,-3.620366,-39.504951
FAM00604,Alto São João,Travessa do Sol - Alto São João,urbana,6,1770,295.0,1,0,0,40,Fundamental completo,Alvenaria sem revestimento,Rede geral,Fossa séptica,0,NIS100604,-3.624847,-39.502026
FAM00605,Água Fria,Rua Nova - Água Fria,rural,5,893,178.6,0,0,0,39,Não sabe ler/escrever,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100605,-3.631996,-39.502589
FAM00606,Casinhas,Avenida Central - Casinhas,urbana,3,679,226.33,0,0,0,41,Fundamental incompleto,Madeira,Rede geral,Rede coletora,0,NIS100606,-3.627708,-39.500049
FAM00607,Retiro,Rua Nossa Senhora - Retiro,rural,4,418,104.5,0,0,0,70,Superior completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100607,-3.618774,-39.51264
FAM00608,Ouro,Rua do Cruzeiro - Ouro,rural,6,539,89.83,1,0,0,39,Fundamental completo,Taipa não revestida,Poço,Fossa séptica,1,NIS100608,-3.624603,-39.512118
FAM00609,Alto São João,Rua Nossa Senhora - Alto São João,urbana,4,699,174.75,1,0,0,51,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100609,-3.625105,-39.502541
FAM00610,Centro,Rua Nova,urbana,6,312,52.0,0,0,0,18,Superior incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100610,-3.622337,-39.503362
FAM00611,Angelim,Rua da Igreja,urbana,6,1401,233.5,0,0,0,35,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100611,-3.62278,-39.502912
FAM00612,Baixa Grande,Rua do Mercado,rural,5,198,39.6,0,0,0,53,Médio completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100612,-3.63044,-39.502932
FAM00613,Angelim,Rua José de Alencar,urbana,4,511,127.75,1,0,0,72,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100613,-3.623912,-39.501243
FAM00614,São João,Rua José de Alencar,rural,3,646,215.33,0,0,0,39,Médio completo,Palha,Poço,Fossa rudimentar,0,NIS100614,-3.617135,-39.508431
FAM00615,Bela Vista,Rua Francisco Ferreira Fonteneles,urbana,2,392,196.0,0,0,0,45,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100615,-3.619659,-39.502037
FAM00616,Santa Maria,Rua São Pedro,rural,3,250,83.33,0,0,0,63,Fundamental completo,Taipa não revestida,Rede geral,Fossa séptica,0,NIS100616,-3.622621,-39.509659
FAM00617,Alto da Colina,Rua 7 de Setembro - Alto da Colina,urbana,4,742,185.5,0,0,0,42,Superior incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100617,-3.623249,-39.503415
FAM00618,Bananal,Rua da Escola - Bananal,rural,3,485,161.67,0,1,1,32,Fundamental incompleto,Taipa revestida,Cisterna,Fossa séptica,0,NIS100618,-3.628696,-39.505233
FAM00619,Casinhas,Rua Francisco Ferreira Fonteneles - Casinhas,urbana,3,652,217.33,1,0,1,27,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100619,-3.627136,-39.498515
FAM00620,Casinhas,Travessa do Sol - Casinhas,urbana,5,285,57.0,1,0,0,36,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100620,-3.624845,-39.499512
FAM00621,Aguaí,Rua Nova - Aguaí,rural,4,744,186.0,1,0,0,62,Não sabe ler/escrever,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100621,-3.627452,-39.50514
FAM00622,Bela Vista,Rua José de Alencar - Bela Vista,urbana,2,1815,907.5,0,0,0,51,Médio completo,Madeira,Rede geral,Vala a céu aberto,0,NIS100622,-3.618907,-39.501183
FAM00623,Apertada Hora,Rua do Cruzeiro - Apertada Hora,rural,2,335,167.5,1,0,1,53,Superior completo,Taipa revestida,Rede geral,Fossa rudimentar,0,NIS100623,-3.628744,-39.503898
FAM00624,Sítio Pirapora,Rua do Comércio,rural,3,945,315.0,0,0,0,38,Superior incompleto,Alvenaria com revestimento,Rede geral,Fossa rudimentar,0,NIS100624,-3.623343,-39.505177
FAM00625,Alto São João,Rua do Mercado,urbana,5,691,138.2,1,0,0,35,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100625,-3.625852,-39.502097
FAM00626,São João,Rua da Escola,rural,4,837,209.25,0,0,0,25,Médio completo,Palha,Cisterna,Fossa rudimentar,0,NIS100626,-3.617863,-39.509086
FAM00627,Casinhas,Rua 7 de Setembro - Casinhas,urbana,4,1204,301.0,0,0,0,48,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100627,-3.625245,-39.500236
FAM00628,Bom Jesus,Travessa do Sol - Bom Jesus,rural,4,466,116.5,1,0,0,55,Superior incompleto,Taipa revestida,Poço,Vala a céu aberto,0,NIS100628,-3.626671,-39.506564
FAM00629,Alto São João,Rua José de Alencar,urbana,4,62,15.5,1,1,0,65,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100629,-3.625866,-39.501209
FAM00630,Belmonte,Rua José de Alencar - Belmonte,rural,3,737,245.67,0,0,0,46,Fundamental completo,Taipa revestida,Poço,Fossa rudimentar,0,NIS100630,-3.63168,-39.508521
FAM00631,Pedra Furada,Rua do Comércio - Pedra Furada,rural,5,598,119.6,1,0,0,39,Médio completo,Alvenaria com revestimento,Poço,Fossa séptica,0,NIS100631,-3.622919,-39.510026
FAM00632,Guaribuna,Rua Nova - Guaribuna,rural,5,560,112.0,1,1,0,28,Fundamental incompleto,Alvenaria com revestimento,Cisterna,Vala a céu aberto,0,NIS100632,-3.627481,-39.510167
FAM00633,Lajedos,Rua da Igreja,urbana,5,115,23.0,1,0,0,23,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100633,-3.625854,-39.502288
FAM00634,Itamaraty,Rua do Estádio - Itamaraty,urbana,2,261,130.5,1,0,0,52,Fundamental completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100634,-3.618217,-39.499902
FAM00635,Bela Vista,Rua da Escola,urbana,2,245,122.5,1,0,0,58,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100635,-3.618209,-39.503276
FAM00636,Novo Angelim,Avenida Central,urbana,4,286,71.5,1,0,0,33,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100636,-3.624802,-39.503161
FAM00637,Casinhas,Rua da Escola - Casinhas,urbana,5,1386,277.2,0,0,0,33,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100637,-3.625809,-39.500335
FAM00638,Centro,Rua da Escola,urbana,8,391,48.88,0,0,0,34,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100638,-3.621462,-39.50398
FAM00639,Angelim,Rua do Estádio - Angelim,urbana,4,700,175.0,1,0,0,31,Fundamental completo,Alvenaria com revestimento,Cisterna,Fossa séptica,0,NIS100639,-3.622307,-39.501578
FAM00640,Lajedos,Rua São Pedro,urbana,5,1406,281.2,0,0,0,40,Fundamental completo,Madeira,Rede geral,Rede coletora,0,NIS100640,-3.628132,-39.503807
FAM00641,Santa Úrsula,Rua José de Alencar,rural,3,2416,805.33,0,0,0,48,Fundamental incompleto,Palha,Cisterna,Vala a céu aberto,0,NIS100641,-3.622161,-39.508482
FAM00642,Itamaraty,Rua José de Alencar,urbana,4,755,188.75,1,0,0,38,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100642,-3.618265,-39.500523
FAM00643,Casinhas,Rua José de Alencar - Casinhas,urbana,5,1549,309.8,0,0,0,19,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100643,-3.628241,-39.498137
FAM00644,Volta,Avenida Central - Volta,urbana,6,178,29.67,1,0,0,50,Médio completo,Madeira,Rede geral,Rede coletora,0,NIS100644,-3.624203,-39.498744
FAM00645,Pedra Furada,Rua Nossa Senhora - Pedra Furada,rural,4,163,40.75,1,0,1,34,Médio completo,Taipa não revestida,Poço,Vala a céu aberto,0,NIS100645,-3.62422,-39.510343
FAM00646,Casinhas,Travessa do Sol,urbana,2,258,129.0,0,0,0,51,Fundamental incompleto,Madeira,Poço,Rede coletora,0,NIS100646,-3.629022,-39.50011
FAM00647,Mundaú,Rua do Mercado - Mundaú,rural,2,2581,1290.5,0,0,0,54,Fundamental incompleto,Taipa não revestida,Rede geral,Fossa rudimentar,0,NIS100647,-3.622262,-39.510769
FAM00648,Carrapato,Rua do Estádio - Carrapato,rural,6,144,24.0,1,0,0,28,Fundamental incompleto,Taipa revestida,Poço,Vala a céu aberto,0,NIS100648,-3.629472,-39.510478
FAM00649,Barreiros,Rua 7 de Setembro,rural,3,1552,517.33,0,0,0,76,Fundamental incompleto,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100649,-3.62714,-39.506902
FAM00650,Belmonte,Rua São Pedro - Belmonte,rural,6,603,100.5,1,0,0,49,Superior incompleto,Taipa não revestida,Rede geral,Fossa séptica,0,NIS100650,-3.631017,-39.509623
FAM00651,Guaribuna,Rua Nova - Guaribuna,rural,3,1057,352.33,0,0,0,51,Superior incompleto,Palha,Poço,Vala a céu aberto,0,NIS100651,-3.624965,-39.511774
FAM00652,Novo Angelim,Rua Francisco Ferreira Fonteneles - Novo Angelim,urbana,4,688,172.0,1,0,0,29,Médio completo,Outra,Rede geral,Rede coletora,0,NIS100652,-3.624092,-39.503073
FAM00653,Volta,Rua 7 de Setembro - Volta,urbana,1,548,548.0,0,0,0,18,Fundamental completo,Alvenaria com revestimento,Cisterna,Rede coletora,0,NIS100653,-3.623206,-39.499676
FAM00654,Ouro,Rua 7 de Setembro - Ouro,rural,3,1854,618.0,0,0,0,53,Fundamental completo,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100654,-3.625928,-39.511694
FAM00655,Sítio Pau Alto,Travessa do Sol,rural,5,666,133.2,1,0,0,48,Fundamental incompleto,Palha,Poço,Fossa séptica,0,NIS100655,-3.617347,-39.505921
FAM00656,Novo Angelim,Rua do Cruzeiro,urbana,6,2134,355.67,0,0,1,44,Fundamental completo,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100656,-3.623213,-39.503565
FAM00657,Sítio Pau Alto,Rua do Estádio - Sítio Pau Alto,rural,3,889,296.33,0,0,0,67,Fundamental incompleto,Taipa revestida,Cisterna,Fossa séptica,0,NIS100657,-3.619397,-39.50589
FAM00658,Santa Maria,Rua do Comércio,rural,1,118,118.0,1,0,0,60,Fundamental completo,Palha,Poço,Vala a céu aberto,0,NIS100658,-3.621419,-39.507674
FAM00659,Alto São João,Rua Francisco Ferreira Fonteneles - Alto São João,urbana,2,462,231.0,0,0,0,21,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Vala a céu aberto,0,NIS100659,-3.625556,-39.501423
FAM00660,Baixa Grande,Rua da Igreja,rural,5,2410,482.0,1,0,0,54,Superior completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100660,-3.631467,-39.505616
FAM00661,Prata dos Galdinos,Avenida Central - Prata dos Galdinos,rural,4,1917,479.25,0,0,1,20,Médio completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100661,-3.62197,-39.510542
FAM00662,Sobradinho,Rua Principal - Sobradinho,rural,4,244,61.0,1,0,0,67,Fundamental completo,Taipa revestida,Poço,Fossa séptica,0,NIS100662,-3.620173,-39.505814
FAM00663,Sobradinho,Rua do Estádio,rural,2,174,87.0,0,0,0,48,Fundamental completo,Taipa não revestida,Cisterna,Fossa rudimentar,0,NIS100663,-3.619181,-39.504805
FAM00664,Alto São João,Rua Principal - Alto São João,urbana,3,577,192.33,0,0,1,58,Médio completo,Madeira,Cisterna,Rede coletora,0,NIS100664,-3.626223,-39.50258
FAM00665,Paraíso,Rua do Mercado - Paraíso,rural,5,651,130.2,1,0,0,51,Fundamental incompleto,Alvenaria com revestimento,Poço,Fossa rudimentar,0,NIS100665,-3.621994,-39.514766
FAM00666,Mundaú,Rua Francisco Ferreira Fonteneles,rural,3,254,84.67,1,0,1,18,Médio completo,Taipa não revestida,Poço,Fossa séptica,0,NIS100666,-3.625686,-39.508727
FAM00667,Itamaraty,Travessa do Sol - Itamaraty,urbana,4,730,182.5,0,0,0,31,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100667,-3.619724,-39.500812
FAM00668,Sobradinho,Rua do Cruzeiro - Sobradinho,rural,3,295,98.33,0,0,0,18,Fundamental incompleto,Palha,Poço,Vala a céu aberto,0,NIS100668,-3.620686,-39.504703
FAM00669,Baixa Grande,Rua Principal - Baixa Grande,rural,3,344,114.67,0,0,0,26,Médio completo,Taipa não revestida,Rede geral,Vala a céu aberto,1,NIS100669,-3.630417,-39.506555
FAM00670,Ouro,Rua Nossa Senhora - Ouro,rural,2,557,278.5,0,0,0,45,Fundamental completo,Palha,Poço,Fossa séptica,0,NIS100670,-3.623348,-39.511607
FAM00671,Bom Jesus,Avenida Central - Bom Jesus,rural,5,1020,204.0,0,0,0,40,Fundamental completo,Palha,Poço,Fossa rudimentar,0,NIS100671,-3.62706,-39.509543
FAM00672,Lajedos,Rua 7 de Setembro,urbana,8,438,54.75,1,0,0,41,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100672,-3.625933,-39.504981
FAM00673,Guaribuna,Rua do Cruzeiro - Guaribuna,rural,6,156,26.0,1,0,1,47,Fundamental completo,Taipa não revestida,Poço,Fossa rudimentar,0,NIS100673,-3.626574,-39.510234
FAM00674,Aguaí,Rua do Estádio - Aguaí,rural,5,1547,309.4,0,0,0,43,Fundamental incompleto,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100674,-3.626778,-39.503528
FAM00675,Volta,Rua do Estádio,urbana,6,265,44.17,1,0,0,55,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100675,-3.62299,-39.500565
FAM00676,Casinhas,Travessa do Sol - Casinhas,urbana,8,423,52.88,1,0,0,29,Fundamental incompleto,Madeira,Poço,Rede coletora,0,NIS100676,-3.626419,-39.500678
FAM00677,Volta,Rua do Cruzeiro,urbana,2,2383,1191.5,0,0,0,33,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100677,-3.623748,-39.500591
FAM00678,Alto São João,Rua do Estádio - Alto São João,urbana,5,934,186.8,0,0,1,41,Fundamental incompleto,Alvenaria com revestimento,Poço,Rede coletora,0,NIS100678,-3.62459,-39.501852
FAM00679,Pedra Furada,Rua Francisco Ferreira Fonteneles - Pedra Furada,rural,4,327,81.75,1,0,0,28,Fundamental incompleto,Taipa revestida,Poço,Vala a céu aberto,0,NIS100679,-3.622349,-39.508727
FAM00680,Retiro,Rua Principal - Retiro,rural,3,549,183.0,1,0,0,31,Médio completo,Taipa revestida,Cisterna,Fossa séptica,0,NIS100680,-3.618591,-39.512017
FAM00681,Belmonte,Rua do Cruzeiro - Belmonte,rural,4,1044,261.0,0,0,0,49,Fundamental incompleto,Palha,Poço,Fossa rudimentar,0,NIS100681,-3.630342,-39.509257
FAM00682,Santa Úrsula,Rua do Mercado,rural,4,1321,330.25,0,0,0,44,Médio completo,Taipa revestida,Cisterna,Fossa rudimentar,0,NIS100682,-3.619906,-39.50909
FAM00683,Angelim,Rua Nova,urbana,3,230,76.67,0,0,0,40,Fundamental incompleto,Alvenaria sem revestimento,Rede geral,Rede coletora,0,NIS100683,-3.622521,-39.501012
FAM00684,Serra do Sítio,Rua Principal,rural,4,375,93.75,1,0,0,69,Médio completo,Taipa revestida,Poço,Vala a céu aberto,0,NIS100684,-3.620175,-39.507358
FAM00685,Jenipapo,Rua Principal,rural,3,287,95.67,0,0,0,58,Fundamental incompleto,Taipa revestida,Poço,Vala a céu aberto,0,NIS100685,-3.626334,-39.513181
FAM00686,Sítio Oiticica,Rua do Cruzeiro - Sítio Oiticica,rural,4,393,98.25,1,0,0,40,Não sabe ler/escrever,Taipa revestida,Poço,Fossa séptica,0,NIS100686,-3.618606,-39.506208
FAM00687,Bela Vista,Rua José de Alencar - Bela Vista,urbana,4,361,90.25,1,0,0,74,Fundamental completo,Outra,Poço,Rede coletora,0,NIS100687,-3.619662,-39.504668
FAM00688,Itamaraty,Rua 7 de Setembro - Itamaraty,urbana,6,799,133.17,0,0,0,43,Superior completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100688,-3.618994,-39.50039
FAM00689,Canto Escuro,Rua do Mercado - Canto Escuro,rural,3,340,113.33,1,0,0,34,Superior incompleto,Taipa revestida,Poço,Fossa rudimentar,0,NIS100689,-3.630034,-39.509309
FAM00690,Açude dos Vianas,Rua Francisco Ferreira Fonteneles - Açude dos Vianas,rural,2,220,110.0,1,0,0,58,Fundamental completo,Taipa revestida,Poço,Fossa séptica,0,NIS100690,-3.627498,-39.503708
FAM00691,Volta,Rua Nossa Senhora - Volta,urbana,2,758,379.0,0,0,0,44,Superior completo,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100691,-3.623194,-39.499912
FAM00692,Centro,Rua da Escola - Centro,urbana,2,484,242.0,1,0,0,57,Fundamental completo,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100692,-3.622041,-39.506552
FAM00693,Volta,Avenida Central,urbana,4,1658,414.5,1,1,0,54,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100693,-3.623875,-39.499743
FAM00694,Novo Angelim,Rua do Comércio,urbana,5,321,64.2,1,0,0,23,Fundamental completo,Alvenaria sem revestimento,Poço,Vala a céu aberto,0,NIS100694,-3.622417,-39.504388
FAM00695,Alto da Colina,Rua da Igreja - Alto da Colina,urbana,1,382,382.0,0,0,0,36,Fundamental incompleto,Outra,Rede geral,Rede coletora,0,NIS100695,-3.621931,-39.502746
FAM00696,Jenipapo,Rua São Pedro,rural,6,111,18.5,0,0,0,68,Fundamental completo,Palha,Poço,Vala a céu aberto,0,NIS100696,-3.626448,-39.514112
FAM00697,Itamaraty,Rua do Comércio - Itamaraty,urbana,3,669,223.0,1,0,0,33,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Vala a céu aberto,0,NIS100697,-3.621646,-39.500297
FAM00698,Bananal,Rua Principal - Bananal,rural,6,243,40.5,1,0,0,69,Médio completo,Palha,Poço,Fossa rudimentar,0,NIS100698,-3.627187,-39.506269
FAM00699,Lajedos,Rua do Estádio - Lajedos,urbana,4,412,103.0,1,0,0,43,Fundamental incompleto,Alvenaria com revestimento,Rede geral,Fossa séptica,0,NIS100699,-3.625169,-39.504157
FAM00700,Guaribuna,Rua São Pedro,rural,4,533,133.25,0,0,0,27,Fundamental incompleto,Palha,Cisterna,Vala a céu aberto,0,NIS100700,-3.624956,-39.509486
FAM00701,Santa Úrsula,Rua Nova - Santa Úrsula,rural,3,1353,451.0,1,0,0,48,Superior incompleto,Palha,Poço,Fossa séptica,1,NIS100701,-3.620495,-39.508582
FAM00702,Alto São João,Rua do Mercado - Alto São João,urbana,4,2161,540.25,0,0,1,28,Não sabe ler/escrever,Alvenaria com revestimento,Rede geral,Rede coletora,0,NIS100702,-3.626083,-39.499758
FAM00703,Prata dos Galdinos,Rua do Comércio,rural,5,46,9.2,0,0,0,30,Não sabe ler/escrever,Alvenaria com revestimento,Cisterna,Fossa rudimentar,0,NIS100703,-3.620989,-39.511139
